roll_belt,pitch_belt,yaw_belt,total_accel_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,total_accel_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,total_accel_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z,classe
121,25.2,-6.02,19,-0.45,-0.03,-0.46,-40,71,-169,9,590,-361,85.9,-30.4,26,34,-2.38,0.22,0.15,329,-35,15,662,145,268,20.98128342,31.77345011,118.5885578,10,0.47,-0.19,-0.31,30,20,89,550,-502,-61,128,-4.04,88.1,34,0,0.03,-0.11,114,259,-173,-182,761,642,C
10.5,-1.61,-81,5,0.14,0.05,-0.02,47,16,11,100,555,-436,0,0,0,14,0.67,-0.32,0.18,0,133,-6,444,158,484,54.54523685,-51.31793958,-77.52074793,29,0.35,0.11,-0.41,-141,149,-201,-522,314,67,-178,23.1,-122,32,0.42,-3.76,-0.89,-9,-226,-221,-284,-474,145,E
1.06,5.48,-92.7,3,0,0.02,0.02,-13,3,26,6,599,-291,79.5,13,114,33,0.13,0.21,-0.48,-290,84,-102,-341,347,523,-145.5919721,-11.48766054,0,3,-0.08,0.21,0.38,-3,-26,0,-587,211,5,149,-4.07,94.7,39,-0.11,1.56,0.08,90,305,-219,-256,717,462,C
136,-36.2,132,16,0.13,0.16,0.03,40,38,-150,198,602,-288,-28.9,27.6,-94.9,27,1.96,-1.11,0.39,-263,-21,28,-305,378,508,118.4095972,25.9974842,-27.95856728,27,0.35,0.21,-0.3,68,245,-73,-82,589,123,0,0,0,42,0.05,2.92,-0.18,117,395,1,-101,765,741,E
1.31,2.31,-88,3,0.06,0.02,0.03,-4,3,26,41,573,-418,84.6,3.3,118,31,0.67,0.03,-0.28,-230,171,-114,-373,324,500,100.6853685,-16.98462881,-53.18080969,1,0.11,0.03,-0.18,-2,10,-6,-505,152,256,-177,12.1,84.6,42,0.18,-2.62,-0.13,-41,351,220,-430,1010,-453,C
0.33,6.67,-88.4,5,0.06,0.02,0.02,-23,1,48,54,633,-301,0,0,0,14,0.06,-0.03,-0.07,4,131,-32,473,154,483,52.19034611,-52.19034611,-78.83316713,29,0.37,0.11,-0.41,-142,142,-202,-526,306,70,134,-4.77,83.6,33,0.24,-0.37,-0.03,159,204,-190,-72,716,688,E
122,26.2,-4.14,19,-0.45,-0.05,-0.44,-41,69,-169,-2,582,-367,136,17.3,126,3,-0.63,-0.03,0.16,-14,-5,23,-477,344,427,-90.76169016,-61.30851537,22.06866685,16,0.83,-1.19,-0.03,-92,-126,35,45,-721,-221,152,47.9,-175,20,0.69,-3.93,-1.76,-50,132,-134,-628,33,665,C
124,25.5,-2.25,20,-0.35,-0.03,-0.43,-43,70,-174,10,576,-361,132,18.6,-9.72,46,-1.45,0.05,0.25,425,-80,-137,716,-12,-188,-2.181183764,24.22743681,132.7502739,9,0.45,-0.05,-0.18,22,-2,89,524,-528,-66,-125,63.8,-120,31,-0.53,1.77,0.07,-232,47,-189,-614,-84,281,A
-6.88,5.94,-92.5,3,-0.11,-0.05,-0.39,-15,-3,26,12,618,-261,67.5,16.6,96,30,-0.08,0.08,-0.1,-249,130,-88,-224,354,535,107.3691201,44.55754871,20.55923984,18,0.58,-1.89,-0.08,76,155,36,-126,584,90,137,6.25,101,50,0.48,1.86,1.28,-21,452,-179,-369,739,583,E
124,-42.7,168,18,0.1,0.11,-0.18,58,40,-157,171,603,-295,6.14,-1.34,-38.4,15,-1.54,-0.22,1.15,74,-91,-81,743,-6,135,63.13471319,-22.77930939,-88.67170783,20,0.39,0.26,-0.16,-44,115,-151,-506,373,-35,0,0,0,50,1.61,-2.14,0.16,-177,457,-13,-591,719,699,B
1.47,7.98,-93.4,3,0.02,0,-0.03,-19,2,22,3,606,-305,76.2,28.5,76.8,34,1.38,-1.19,1.1,-290,152,-64,-263,372,523,125.7521856,15.9226893,26.74347114,2,-0.43,-0.26,0.08,3,18,5,-530,338,-50,73.6,-51.6,170,38,0.06,1.27,0.43,176,247,-219,-55,680,454,A
124,26.2,-3.13,20,-0.45,-0.03,-0.46,-40,73,-177,8,581,-359,136,-1.28,98.4,15,-2.23,0.59,0.13,50,37,135,-152,337,577,-27.50801491,23.84480231,120.2576606,9,0.75,-0.26,-0.13,20,-23,79,516,-519,-105,104,57,106,34,0.56,-2.63,-0.08,-40,282,-167,-622,613,588,A
0.51,5.1,-88.5,5,0.02,0,0,-15,3,42,45,643,-306,0,0,0,21,1.75,-1.11,0.07,-25,200,53,428,229,487,63.25479911,-49.88649313,-70.66592673,30,0.48,0.82,-0.57,-140,173,-190,-419,418,104,148,27.7,129,33,-0.03,0.03,-0.03,-138,233,-178,-626,579,658,D
1.21,3.21,-88.3,2,0.03,0,0.03,-10,6,19,38,566,-437,88.7,14.9,120,31,-0.24,0.1,0.08,-229,166,-121,-446,317,463,32.20522936,106.0402384,38.1289656,24,0.31,-0.14,-0.39,204,74,87,330,355,343,168,14.3,-11,30,-0.42,4.19,1.05,190,146,163,471,-505,-36,B
126,-42,163,18,0.22,0.11,-0.15,52,44,-158,158,604,-310,-12.4,19.2,-65.1,22,1.72,-0.93,0.72,-207,-37,39,-37,286,608,50.30481824,-28.67443677,-97.76912687,16,0.31,-0.02,-0.28,-44,75,-129,-573,210,73,0,0,0,40,1.09,1.53,1,-256,297,17,-691,559,694,C
0.82,4.05,-87.5,4,-0.02,0,-0.03,-14,1,40,56,628,-316,0,0,0,20,2.44,-1.12,0.34,128,60,-141,753,-36,64,64.62414221,-50.01856337,-69.22219457,28,0.35,0.24,-0.31,-133,167,-177,-480,358,113,148,29.8,131,33,-0.14,1.41,0.92,-171,228,-157,-660,504,671,D
0.89,6.2,-92.7,4,0,0,-0.07,-23,5,26,-2,604,-303,68,1.79,74.1,22,1.91,-1.11,0.34,-145,157,-20,203,242,563,-147.584462,-9.495170634,0,4,-0.13,-0.08,-0.08,-4,-42,0,-601,186,6,140,-2.95,90.7,41,-0.19,0.74,-0.1,55,338,-218,-216,712,445,C
129,24.3,12.9,20,-0.48,-0.02,-0.16,-43,63,-183,10,583,-355,26.8,-81.2,-80.5,30,3.45,-3.12,-0.18,291,-19,-21,740,98,85,-33.70842016,13.66102548,120.5016366,10,0.34,0.08,-0.39,14,-34,96,483,-568,-64,148,48.7,172,38,-0.43,4.61,2.49,41,322,-177,-687,167,488,E
1.18,2.08,-88.6,3,0,0,-0.02,-4,2,30,29,564,-432,93.8,10.6,94,34,2.71,-0.87,0.02,-258,207,-43,-260,348,582,-109.665536,-31.94101118,-33.78414908,6,0.55,-0.39,-0.61,-18,-51,-19,-527,105,250,175,16.9,-76.4,20,-0.98,3.2,1.46,40,-57,188,125,-749,107,C
1.06,6.08,-93.3,3,0.06,0,0,-20,7,26,-2,604,-312,52.1,-18,60.9,15,-1.56,0.56,-0.31,-65,117,49,352,117,549,35.12068411,9.845361405,120.4887738,2,0.03,-0.03,-0.07,2,7,19,-534,315,-5,148,51.3,138,30,-0.42,2.36,0.49,-137,202,-160,-689,383,591,D
121,14,3.6,18,0.03,0.1,-0.25,-18,62,-168,30,598,-338,-34.6,-8.56,-37.5,7,1.64,-0.98,0.82,-7,-60,33,510,117,443,-105.9289523,-50.19179594,9.033051028,7,-0.03,0.26,0,-32,-58,6,-464,418,-32,-15,43.4,-114,31,0.47,-2.04,-0.66,-289,66,39,-650,586,648,C
149,-34.9,134,22,0.05,0.14,0.26,57,40,-199,176,543,-429,-21.8,-25.3,-47.7,14,-3.52,0.35,0.98,-109,-30,77,593,112,351,52.91344276,-35.93319235,-90.81616971,18,0.37,-0.03,-0.34,-62,89,-139,-535,284,71,0,0,0,33,0.92,0.48,0.23,54,315,20,51,671,618,E
131,23.7,14,21,-0.22,-0.06,0.2,-37,64,-190,14,576,-391,65.9,-71.4,173,28,3.08,-2.02,-0.36,235,84,102,620,225,277,3.152659311,21.17206838,135.6670373,10,0.19,-0.43,0.15,20,3,93,569,-471,-40,133,18.8,104,39,-0.26,2.86,0.41,52,358,-116,-441,779,756,E
123,25.1,-3.77,19,-0.11,-0.06,-0.34,-40,67,-171,-1,586,-365,141,11.2,126,7,-0.77,0.21,-0.2,2,11,64,-479,385,365,-94.45666137,-41.71117232,43.73452927,17,0.4,-0.66,0.31,-66,-132,69,201,-704,-182,152,45.5,-176,25,0.29,-4.26,-1.35,-63,190,-140,-627,9,569,B
119,27,-9.48,19,-0.19,-0.03,-0.39,-33,71,-167,-14,597,-366,126,-4.44,126,4,0.55,-0.31,-0.44,13,0,38,-501,358,381,-101.5087886,-34.67156847,41.53664923,14,0.87,-0.98,0.08,-48,-120,57,295,-675,-194,134,21.9,134,40,1.22,-3.79,-0.56,-23,367,-122,-635,670,782,B
121,26.1,-5.18,20,-0.45,-0.03,-0.41,-44,69,-177,1,594,-363,167,10.6,6.76,36,2.86,-2.68,-0.2,323,-55,-118,687,29,-269,-99.92964546,-40.41497886,38.05063771,9,0.55,-0.1,-0.2,-36,-77,34,155,-724,-208,114,33.9,102,33,-0.47,3.03,1.02,-11,300,-108,-594,720,923,B
0.84,5.78,-88.1,5,0.1,0,0,-15,3,46,47,636,-304,0,0,0,37,0.02,-0.05,-0.08,-275,157,-184,-408,424,400,56.1616234,-50.57379417,-76.70845423,30,0.35,0.14,-0.36,-141,155,-202,-515,335,54,53,-43.6,159,33,-0.02,-0.02,-0.08,225,109,-202,120,564,664,A
0.42,3.49,-87.8,4,0.11,0.02,0.02,-9,-1,43,39,634,-312,0,0,0,28,3.16,-1.01,0.28,-208,165,-84,139,293,577,50.74475539,-55.33541645,-77.30551499,28,0.34,0.16,-0.43,-146,135,-194,-542,260,119,138,-15.4,68.9,36,0.24,-0.05,0.75,168,290,-113,4,663,727,C
1.39,8.2,-93.6,4,0.02,0,-0.03,-24,2,25,8,601,-317,72.1,-31.2,36.9,12,3.2,-1.14,0.95,-28,91,-63,586,10,407,-107.1449605,-49.93467217,0,1,0.02,0.59,0.15,-6,-11,0,-568,235,-3,133,6.27,84.2,41,0.08,1.33,0.44,79,332,-210,-184,719,465,D
122,25.1,-6.15,20,-0.43,-0.05,-0.46,-42,71,-177,7,582,-368,78.7,0.99,116,8,-1.33,0.35,-0.13,-8,14,76,-355,358,501,3.069063837,31.18902154,125.7297639,10,0.39,-0.16,-0.38,30,3,93,535,-507,-43,138,35.6,127,32,0,2.38,0.13,-103,241,-168,-672,557,623,C
1.03,5.04,-88.6,5,0.03,-0.02,-0.03,-15,5,42,48,641,-289,0,0,0,13,0.06,-0.08,0.21,7,121,-32,479,143,471,56.18544216,-51.69163265,-75.73186402,29,0.31,0.21,-0.44,-141,152,-196,-519,313,73,148,32.7,127,33,0.06,-0.02,0,-118,238,-180,-608,599,683,E
121,25.4,-6.95,19,-0.5,-0.03,-0.46,-36,68,-170,9,583,-370,2.47,24.3,-31.5,30,1.28,-0.8,-0.44,248,33,160,416,244,480,-61.58699519,20.2305453,91.26954235,8,-0.35,0.31,-0.25,16,-46,63,442,-595,-128,178,60.4,-166,27,-0.19,2.87,0.62,-200,54,-162,-630,-25,404,D
1.58,7.25,-93.1,3,0,0,0.02,-23,5,20,5,610,-305,84.1,-38.5,23.9,11,-3.73,1.36,-0.34,26,71,-83,735,-96,166,-100.8710638,-2.729840261,-56.12593168,7,-0.02,-0.14,-0.21,-2,-62,-39,-621,127,-80,-154,33.8,-94.2,29,-0.02,-2.41,-0.84,-83,-161,-225,-93,-606,12,B
1.35,7.81,-93.8,3,0.02,0,0,-18,5,23,6,601,-296,173,54.7,152,33,0.47,-0.14,-0.08,-282,128,-98,-356,358,502,139.0942827,17.98534998,0,1,-0.45,-0.27,-0.03,2,11,0,-534,325,-50,55.3,-11.1,-180,38,-0.34,2.75,1.28,3,334,-175,-578,670,718,A
138,25.3,18.1,22,-0.5,-0.05,-0.48,-49,64,-201,22,547,-425,40.3,50.1,27.2,1,-0.27,-0.21,0.25,2,3,11,-394,398,421,-75.47683194,-1.234481668,81.58753357,17,0.87,1.64,-1.08,-2,-111,118,356,-657,-44,158,12.8,128,44,-1.57,4.26,0.46,4,408,-141,-578,688,651,E
1.26,4.77,-87.4,4,-0.05,-0.02,0,-10,3,37,53,627,-312,0,0,0,40,1.62,-1.32,1.33,-307,236,-53,-333,446,425,63.35605264,-51.3873735,-69.27580126,28,0.26,0.37,-0.2,-137,165,-178,-551,244,116,146,28.6,140,29,-0.67,2.86,0.34,-124,213,-146,-667,432,662,D
123,25.8,-4.38,19,-0.43,-0.03,-0.44,-37,69,-172,1,590,-369,46.2,13.4,2.06,36,0.26,-0.42,0.05,334,-14,101,631,137,316,-9.485804701,23.36477032,131.7958835,10,0.64,0.08,-0.48,22,-9,92,530,-504,1,158,-6.94,80.5,37,0.4,0.34,0.23,114,278,-200,-78,710,565,C
1.01,4.4,-87.9,4,-0.03,0,-0.02,-11,2,34,46,626,-308,0,0,0,38,-0.4,0.03,-0.33,164,27,-329,736,-88,-139,70.39234092,-44.73299893,-67.8594513,31,0.42,0.53,-0.02,-133,199,-193,-472,406,-23,74.1,66.7,113,24,0.75,-3.18,-0.2,-92,136,-162,-682,333,631,A
0.19,5.36,-88.3,5,0.05,0,0,-18,1,45,45,636,-302,0,0,0,39,-0.02,-0.02,0.03,-283,156,-195,-423,454,350,46.53922481,-50.7064232,-84.83468298,30,0.34,0.16,-0.39,-145,134,-224,-556,293,-5,49,-60.7,164,33,0.02,-0.02,0.02,233,97,-196,136,531,693,A
124,26.3,-2.61,20,-0.55,-0.02,-0.52,-40,70,-177,4,577,-383,145,-18.1,44,30,1.85,-1.25,0.23,274,38,99,518,259,370,-15.76278873,22.76131931,129.2328266,10,0.51,-0.06,-0.51,23,-16,98,508,-524,-53,87.4,68.2,91.1,28,-0.35,2.65,0.49,-97,219,-137,-688,527,647,A
120,13.5,0.7,18,0.14,0.11,-0.18,-21,63,-162,27,597,-339,-58.8,-32.7,12.1,22,-1.51,0.43,0.57,104,-107,-154,709,-37,-155,-100.0904802,-39.14324404,39.14324404,8,0.11,0.29,-0.15,-29,-64,29,-459,413,6,-48.8,3.5,146,49,-0.51,2.09,0.33,-389,-289,11,-386,-409,141,C
132,9.62,54.7,18,0.34,0.14,0.05,-8,55,-164,26,600,-314,-77.4,-21.2,28.4,34,1.77,-1.04,1.12,147,-169,-242,645,-162,-263,-87.32205491,-19.27925147,-66.00056712,3,0.08,0.02,-0.23,-5,-20,-16,-356,511,-33,-75.1,-14.1,170,55,-0.21,0.9,0.15,-408,-351,-26,-275,-544,-52,E
-8.05,-0.19,-84.9,3,0.03,0.22,1.15,-11,-7,28,42,594,-390,69,-21.7,65.6,18,2.75,-0.71,0.43,-66,159,34,365,123,541,95.05468408,-48.36239426,35.62294762,3,1.8,-0.51,-0.62,-12,21,9,-538,177,191,171,12.2,-68,29,0.03,-2.57,-0.03,34,-215,176,165,-698,20,D
121,-43.8,173,17,0.11,0.11,-0.16,49,42,-158,165,611,-308,11.5,16.6,-58.1,9,-2.5,0.05,1.33,-43,-81,12,552,88,407,59.47589349,-21.72074161,-92.68910503,21,0.18,0.1,-0.1,-45,117,-167,-515,358,-43,0,0,0,42,1.14,-1.25,-0.23,-294,286,16,-714,368,654,A
1.92,5.19,-87.5,3,-0.03,0.02,-0.03,-9,8,29,61,575,-422,82.2,44.4,96,30,0.03,0.03,-0.03,-222,159,-117,-372,195,599,14.04975998,-56.61226378,98.32231405,39,0.02,0,0.03,-203,53,315,-429,225,318,-157,-69.2,97.2,36,-0.27,-0.22,0.33,-51,279,211,-436,954,-362,A
0.2,3.54,-88.2,5,0.18,0.03,0.03,-11,-1,43,37,637,-312,0,0,0,37,0,-0.03,0.05,-275,153,-179,-425,422,409,48.80508417,-53.08675619,-80.92139427,30,0.19,0.24,0.02,-149,138,-213,-526,336,21,65.2,-34.9,115,35,0.13,-0.26,0.1,204,235,-142,87,604,678,A
115,17.9,-4.74,17,-0.02,0.11,-0.16,-17,62,-155,16,608,-314,-43.7,-40.6,-6.46,16,2.1,-1.17,0.85,94,-78,-99,717,65,102,42.36101247,-23.71034331,107.76132,2,0.32,0.16,-0.34,-4,7,15,-481,389,-167,33,8.79,-68.4,13,0.39,-0.82,0.02,-54,111,20,-129,737,560,B
1.45,8.2,-94.4,3,0,0,0,-21,2,22,-1,597,-310,-129,21.4,-161,34,0.02,0,-0.03,-289,111,-124,-374,342,510,13.07948887,-70.67116245,-84.69053461,37,0,-0.02,0,-234,47,-270,-554,294,-63,27.2,-63.9,-151,36,0,-0.02,-0.02,192,201,-214,-16,656,472,A
122,-43.6,172,18,0.13,0.11,-0.16,47,44,-161,167,603,-310,57.2,59.1,18.5,21,1.08,-0.87,0.74,-199,-48,20,-46,274,604,59.44170947,-29.74015549,-88.6587877,16,0.16,0.06,-0.18,-45,86,-119,-537,304,44,0,0,0,45,0.9,1.35,0.95,-87,435,-7,-370,832,698,A
0.27,5.59,-88.3,5,0.03,0,0,-13,0,45,46,645,-298,0,0,0,38,0.02,0,0,-277,160,-185,-408,432,394,56.17046443,-50.94159613,-76.38775895,30,0.34,0.14,-0.41,-141,154,-200,-510,332,58,52.5,-43.2,159,33,0.02,0,-0.07,230,110,-200,120,557,665,A
138,7.96,27.5,21,-0.1,0.11,-0.72,-20,45,-195,44,557,-403,-75.7,-34.4,25.3,31,1.12,-0.83,0.9,159,-150,-205,680,-101,-207,125.9931686,27.18691566,14.70010832,4,-0.02,-0.08,0.05,11,39,6,-360,504,-31,-102,31.2,-138,52,0.16,0.82,0.23,-425,-272,-19,-426,-374,121,E
126,-43.2,166,18,0.05,0.11,-0.21,57,42,-162,170,609,-316,121,79.6,70.1,28,0.37,-0.53,0.82,-273,-33,-39,-288,355,537,114.067994,14.26360958,-40.28018405,24,0.35,-0.31,-0.57,33,211,-91,-186,572,129,0,0,0,40,0.98,0.67,0.51,-15,393,-20,-138,774,642,B
1.35,2.12,-88.1,2,0,-0.02,0.02,-6,1,21,33,565,-435,96.2,-41.3,0.66,31,1.09,-0.18,0.39,160,47,-249,742,-95,-47,-36.62869371,-15.41025568,-117.0537364,2,0.1,0.05,0.23,-3,-7,-18,-504,139,268,168,18.4,-24.5,23,-0.26,-1.36,0.3,148,-98,143,376,-485,-97,C
0.7,4.7,-87.9,5,0,0.02,0,-13,1,43,49,635,-320,0,0,0,38,0.18,-0.06,-0.21,-275,155,-198,-430,464,334,47.60240584,-50.29472966,-84.3201191,30,0.35,0.14,-0.34,-142,135,-220,-565,294,-5,49.6,-62.6,166,33,0.02,-0.02,-0.05,232,102,-202,137,539,690,A
127,-41.2,161,18,0.08,0.11,-0.18,46,46,-162,167,598,-308,-16.3,-34.5,-39.5,12,-0.64,-0.4,0.82,59,-95,-42,676,22,269,50.84386417,-33.46650376,-94.31323637,17,0.08,0.08,-0.13,-56,83,-138,-563,249,61,0,0,0,45,1.27,-1.7,0.08,-123,428,1,-533,779,745,C
0.79,5.19,-87.6,5,0.02,0,0,-14,0,43,55,628,-304,0,0,0,38,-2.99,1.62,-0.8,-274,245,-38,-73,407,518,58.37199038,-47.38900418,-77.33945458,29,0.42,0.08,-0.43,-130,157,-199,-497,365,55,128,-16.2,89.7,32,0,0,0,197,160,-180,-15,682,748,C
124,26.1,-3.43,20,-0.42,-0.03,-0.44,-43,74,-175,3,589,-380,138,-11.7,113,7,-0.35,-0.1,-0.16,7,9,65,-374,353,487,13.00371882,35.30799297,119.2537203,5,0.83,-0.37,-0.16,16,6,43,487,-557,-163,95.6,23.2,91.8,38,0.47,-2.02,-0.15,79,327,-158,-335,781,632,A
156,-30.8,127,25,0.21,0.06,-0.33,65,43,-233,150,504,-496,-6.75,32.1,-86.1,27,0.22,-0.61,0.49,-262,-27,-48,-252,351,567,53.25815481,-24.21341851,-97.45676033,22,0.26,0.08,-0.08,-51,108,-176,-568,284,-2,0,0,0,51,1.19,1.11,0.89,-172,469,-30,-483,751,565,E
118,16.3,-1.42,18,0.1,0.11,-0.16,-21,64,-160,22,603,-334,-32.7,1.51,-52.6,13,1.98,-0.98,0.56,-106,-53,33,331,195,547,116.1318006,39.65557123,-9.671159884,2,-0.08,-0.02,0.1,8,19,-2,-414,458,-37,-42.8,44.4,-131,43,0.21,-0.34,0.16,-424,20,2,-686,259,442,D
1.29,7.44,-93.9,3,0.06,0,0,-19,4,26,-5,598,-306,-133,15.6,-164,34,0.02,-0.02,-0.02,-286,110,-124,-371,337,514,13.2272917,-70.91576678,-84.40838906,37,-0.03,-0.02,0,-237,48,-272,-552,290,-73,21.1,-63.7,-145,36,0.02,-0.02,0,192,202,-211,-12,655,474,A
0.63,5.34,-87.9,4,0.13,0.02,0.05,-16,6,34,44,626,-312,0,0,0,37,-0.03,0,0,-275,152,-185,-420,415,414,60.02068717,-49.44831449,-74.11031841,31,0.27,0.48,0.05,-142,169,-202,-501,370,13,64.1,-15.3,118,39,1,-2.67,-0.51,237,271,-123,-115,744,823,A
1.68,4.87,-87.9,3,-0.05,0,-0.02,-9,5,27,57,570,-424,75.9,43.5,89.1,30,-0.03,0,0.02,-221,153,-114,-341,237,594,-22.42495806,-130.0246564,-14.87983452,1,0.1,-0.06,0.05,-13,-3,-2,-427,281,274,154,-60.3,145,36,-0.21,-0.21,0.31,-57,278,213,-468,978,-392,A
120,-44,174,17,0.13,0.11,-0.16,47,44,-155,169,613,-291,-97.2,79,-176,27,0.43,-0.58,0.97,-260,-50,-20,-234,307,594,54.1829837,-31.57524397,-92.48165513,18,0.26,0.18,0.03,-56,93,-144,-530,331,27,0,0,0,47,1.14,-1.94,0.05,-151,433,-22,-566,688,573,A
1.69,6.7,-93.1,3,0.08,0,-0.02,-16,3,22,1,602,-303,81.8,14.8,113,32,0.02,-0.13,0.07,-282,95,-102,-328,356,523,-85.0240456,-14.36245256,69.98339029,3,0.06,-0.16,-0.25,-4,-21,18,-579,228,3,156,42.8,173,21,-0.19,-1.88,-0.8,-108,39,-174,-680,162,558,C
117,15.7,-4.81,18,-0.02,0.1,-0.15,-20,65,-160,26,602,-326,-73.9,-25.8,31.3,31,-1.25,-0.02,0.59,145,-154,-222,631,-136,-282,82.19432258,18.173817,71.5996263,11,0.06,-0.58,-0.07,19,77,69,-363,510,-48,-5.5,28,-123,31,-0.16,2.76,1.3,-288,48,75,-656,577,694,B
132,-38.4,137,16,0.13,0.14,-0.15,36,42,-148,194,611,-261,-30.8,15.7,-93.1,30,2.54,-1.24,0.74,-295,-16,43,-224,379,531,118.3119342,24.75836336,-29.19816785,26,-0.06,0.59,0.18,63,238,-74,-72,590,139,0,0,0,43,0.19,3.74,2.25,-190,372,67,-669,630,849,E
1.75,7.67,-93.6,3,0.16,0.03,0.07,-14,2,29,13,601,-322,80.3,-43.7,10.6,17,2.3,-1.4,0.48,57,80,-137,724,-13,202,124.9045772,0,-32.17505544,0,0.32,0.14,-0.38,0,3,-1,-539,311,-53,55.6,26.6,152,31,-0.32,3.16,0.71,-139,212,-168,-693,410,643,A
1.4,6.37,-93.3,3,-0.06,0,-0.05,-16,2,19,4,594,-312,58.4,-17.4,58,18,2.31,-1.03,0.08,-95,146,12,345,184,520,83.84232064,5.130455526,72.97276562,4,0.08,-0.27,-0.38,2,29,26,-510,349,-12,-133,30.2,-102,28,0.42,1.38,0.48,-27,-215,-176,-209,-494,200,D
118,16.3,0.37,17,0.16,0.1,-0.11,-18,62,-155,11,607,-305,-23.5,-21.2,-21,13,-1.28,0,0.98,65,-73,-77,681,68,175,6.642115954,-6.642115954,147.6793293,5,0.03,0.18,-0.28,-3,3,45,-494,373,-143,0.77,31.6,-96.8,28,-0.4,2.22,0.79,-256,69,63,-609,652,705,A
122,26,-4.73,19,-0.48,-0.03,-0.48,-38,70,-170,9,584,-372,15,27.5,-78.3,7,1.27,-0.74,0.08,-33,8,62,-357,363,508,-5.403381218,27.3432096,129.1805734,9,0.48,0.06,-0.52,25,-5,89,526,-518,-38,156,26.3,164,29,0.61,-2.04,0.08,-157,137,-190,-710,289,508,C
1.29,6.47,-92.7,3,0.14,0,0.05,-14,3,29,7,604,-299,73.2,17.9,107,32,1.27,-0.39,-0.05,-274,155,-38,-328,334,528,-32.17505544,0,-124.9045772,1,-0.19,-0.22,-0.31,0,-4,-12,-590,223,-52,150,38.8,167,30,0.32,-4.22,-0.8,-85,218,-182,-685,266,471,B
129,6.4,58.1,17,0.24,0.11,0.13,-25,62,-152,41,614,-285,-60.9,-20.9,3.17,21,2.39,-1.14,1.05,111,-139,-106,727,-105,8,-131.3557789,-22.95630411,-11.40229373,4,-0.02,0.03,0.11,-8,-34,-4,-382,488,-17,-70.2,-14.6,170,57,0.05,-0.74,-0.26,-398,-388,-38,-246,-565,-60,E
142,25.2,13.2,24,-0.77,0.03,-0.23,-40,62,-220,6,507,-488,63.2,-16,146,15,2.5,-1.46,0.43,-11,67,133,-243,376,530,-26.74996432,4.264531742,129.9752961,12,0.95,0.4,-0.89,5,-31,113,526,-504,24,142,-5.06,88,34,0.37,-0.05,0.3,39,290,-163,-170,751,607,E
12.4,5.91,-91.3,5,0.19,-0.06,-0.13,-15,22,-43,29,499,-485,140,-37.4,-44.8,34,2.65,-1.57,0.34,78,-46,-323,620,-330,-271,42.95518032,20.97666621,108.6461045,4,-0.32,0.67,0.03,8,16,34,-523,324,19,147,17.9,118,46,-0.42,-3.58,-0.85,47,402,-205,-483,695,567,E
-0.52,2.67,-88.5,4,0.14,0,-0.03,-15,2,41,30,631,-306,0,0,0,36,-2.83,1.81,-0.97,-244,251,-40,45,389,520,60.00669391,-52.36722658,-71.62306077,30,0.79,-0.4,-1.54,-147,166,-193,-498,382,1,93.9,-30,98.5,37,0.72,-1.45,0.13,196,269,-146,-19,678,729,A
119,14.8,1.23,18,0.06,0.1,-0.18,-15,62,-162,21,595,-332,-35.8,0.15,-54.1,12,1.85,-1.03,0.79,-84,-44,61,334,179,551,-112.3838779,-42.09337283,14.13714185,7,0.02,0.29,-0.08,-29,-64,10,-458,403,-29,-29.3,45,-134,35,0.31,-1.32,0.16,-344,12,37,-679,379,486,C
0.27,4.46,-87.8,5,0.02,-0.02,0,-19,5,42,50,628,-314,0,0,0,13,-2.86,1.03,-1.12,62,69,-91,721,-21,191,69.6433296,-48.74634926,-65.29655798,30,0.27,-0.08,-0.28,-138,189,-179,-467,377,104,150,25.7,129,33,-0.03,-0.05,-0.1,-137,227,-182,-623,557,627,D
-0.99,3.79,-87.5,5,0.03,0,-0.02,-14,2,48,46,638,-302,0,0,0,32,-0.31,0.47,-0.46,-196,245,-10,-391,434,390,79.65711779,-44.25962758,-58.55146777,30,0.14,1.03,-0.59,-124,207,-160,-324,491,127,155,-6.44,85.3,31,-0.03,-0.05,-0.02,186,178,-166,-54,699,790,E
1.25,5.27,-87.6,4,0,0,0.02,-16,2,31,58,581,-409,85.1,45.6,96.4,30,0.02,0.11,-0.2,-224,157,-120,-376,211,595,13.76836322,-56.85829996,98.16448069,39,0.02,0,-0.02,-204,52,315,-422,242,315,-140,-72.5,79.5,36,-0.11,-0.18,0.18,-30,274,217,-423,933,-356,A
